0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
250.49227414506095,107.94027656721585,162.97324326563353,81.6191227601211,93.7153959950234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.28355125118496,33.85795226740631,23.017167138864963,22.903297269635576,26.715736294644444,26.230691920193998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.9101808505764,569.7013737896085,550.9965992619907,597.9725186973669,632.289206175868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480.0890441497056,380.00372909182886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969615.5349999992,1073650.1224999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116.006191163022,4292.692939583447,3866.339381380256,5433.429441215897,8278.10382757091,3785.389707481581,3058.6037466874413,7539.704539393735,3715.1101816111586,3586.5380407419593,4075.0482359629095,4800.9471473206995,6919.704634611399,6433.3577140344605,5613.996271938726,6276.66517869065,11202.619208843946,3024.964230099846,8660.013822042165,4965.223065808201,3781.4873394480146,8322.032816954608,6143.432437100208,3183.6752312934723,4714.658177100159,9206.361109614605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475.4199999999996,1618.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.2934035723189,275.92990284579986,381.2350453875033,379.6752802328114,345.8244925677977,454.1844700356459,268.72345514993094,290.47696234886524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.280867266990217,21.299466444604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.663561862524725,20.67314937837984,34.43445989249815,17.311944439937786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31493.360815220596,35037.002227669866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033.0614026256726,3959.157268312129,3955.005042980075,8738.988916537071,3967.097941382132,1466.9082387576957,1700.7611421974661,6980.857347342237,2419.829213435929,1134.2370864190596,5313.274821508076,3226.5386184873014,2869.0907462881955,4083.9029916777954,4243.631556428036,3280.1195131838244,5666.08021623909,2934.1814236291025,10087.587060069338,2311.0250325991815,2184.7389456272435,7016.577628171941,7738.386276473135,2255.078916302313,6589.308470488955,6494.617022195848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.62393637943464,247.45960008947253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.75537248836876,102.85960818043735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.16424673314,63.82060874898186,45.901604618418745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1625927373656797,3.107084781026,3.4089307128656,3.1692901744428577,4.431640520405002,11.42678127986944,3.4197512482900003,3.604097526127811,5.351183760229258,3.6815934544258693,3.840829962311601,3.005926573147221,2.9899085134722214,6.335149132385126,3.4477063485708332,3.907401102252,5.703615972542614,4.036615229949135,4.555094879463775,3.5115422178575306,3.4944726674625004,4.129028849856001,3.7838091401738287,3.3793145939413334,3.1160193446337274,3.734848844875308,3.4430166962408295,3.5983587344763324,2.1806859291580247,4.4303971829673365,2.716468325338272,3.2480727547394066,3.2487946703337274,2.443762697878765,6.672723690610999,3.6368640471851226,3.7416880274056243,,,,,,,,,,,,,,,,,,,,,,,
4.630541585031487,7.246311801916896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.95779916682451,169.32658003629294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.863835782499734,120.78170610713961,34.64732904311909,41.42128896318903,35.170977314334344,38.6151316805711,27.9806110828917,24.242664358052973,36.354143226184654,38.942719160448966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.60262354418147,29.001851610489137,23.818281549467148,26.44701511140279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
